State,Avg Daily Distance(Km),Avg Daily Distance levels(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Engin Capacity Groups,Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Uttar Pradesh,39.96,Moderate Usage,Honda,Activa,"$209,333.00 ",2020,847,501-1000 cc,Petrol,44.04,Third,2024,Active,Individual,"$117,113.07 ",Tier 2
Karnataka,46.1,High Usage,Royal Enfield,Classic 350,"$208,304.00 ",2018,847,501-1000 cc,Hybrid,60.94,Third,2020,Not Available,Dealer,"$111,521.88 ",Metro
Maharashtra,45.36,High Usage,Kawasaki,Versys 650,"$333,136.00 ",2023,847,501-1000 cc,Electric,69.13,First,2023,Expired,Dealer,"$182,182.39 ",Tier 1
Karnataka,73.36,High Usage,Bajaj,CT 100,"$100,787.00 ",2015,847,501-1000 cc,Electric,69.35,Second,2021,Active,Dealer,"$57,385.68 ",Metro
Punjab,60.55,High Usage,Yamaha,R15 V4,"$131,290.00 ",2020,847,501-1000 cc,Hybrid,74.35,Second,2022,Not Available,Individual,"$80,645.72 ",Tier 2
Punjab,76.28,High Usage,Hero,Glamour,"$203,977.00 ",2024,847,501-1000 cc,Electric,82.31,Third,2024,Active,Individual,"$112,270.94 ",Tier 1
Gujarat,57.76,High Usage,Kawasaki,Z650,"$178,475.00 ",2024,847,501-1000 cc,Electric,83.54,Second,2024,Active,Dealer,"$86,175.85 ",Tier 2
Rajasthan,39.83,Moderate Usage,Royal Enfield,Classic 350,"$260,106.00 ",2019,847,501-1000 cc,Electric,84.34,Second,2021,Active,Individual,"$159,190.81 ",Tier 1
Rajasthan,12.32,Lower Usage,Yamaha,R15 V4,"$168,326.00 ",2018,847,501-1000 cc,Electric,88.79,Third,2023,Not Available,Dealer,"$81,070.11 ",Metro
Maharashtra,27.94,Moderate Usage,Bajaj,Platina 110,"$250,307.00 ",2023,847,501-1000 cc,Electric,96.76,Third,2023,Not Available,Dealer,"$127,516.53 ",Metro
Delhi,34.68,Moderate Usage,Hero,Glamour,"$75,749.00 ",2019,848,501-1000 cc,Petrol,41.08,First,2019,Active,Dealer,"$50,605.67 ",Tier 2
West Bengal,55.75,High Usage,Kawasaki,Ninja 400,"$171,311.00 ",2020,848,501-1000 cc,Petrol,42.35,First,2020,Active,Individual,"$87,803.94 ",Tier 1
Punjab,77.56,High Usage,Bajaj,Avenger 220,"$74,384.00 ",2023,848,501-1000 cc,Petrol,45.45,Third,2023,Active,Individual,"$45,687.92 ",Metro
Tamil Nadu,34.76,Moderate Usage,TVS,Ronin,"$69,042.00 ",2017,848,501-1000 cc,Petrol,47.77,Third,2017,Active,Individual,"$46,506.80 ",Tier 1
Maharashtra,44.67,High Usage,Bajaj,Platina 110,"$75,453.00 ",2022,848,501-1000 cc,Petrol,58.41,Second,2022,Not Available,Individual,"$36,751.97 ",Tier 2
West Bengal,24.44,Moderate Usage,Royal Enfield,Hunter 350,"$189,163.00 ",2021,848,501-1000 cc,Electric,68.96,Second,2024,Expired,Individual,"$134,447.77 ",Tier 3
Karnataka,9.24,Lower Usage,Bajaj,CT 100,"$273,242.00 ",2017,848,501-1000 cc,Hybrid,72.33,Third,2019,Active,Individual,"$160,346.45 ",Tier 1
Tamil Nadu,30.74,Moderate Usage,KTM,Duke 200,"$243,949.00 ",2019,848,501-1000 cc,Electric,72.72,First,2019,Expired,Individual,"$178,583.74 ",Tier 1
Punjab,37.2,Moderate Usage,TVS,Ronin,"$335,459.00 ",2015,848,501-1000 cc,Hybrid,76.53,Third,2024,Expired,Dealer,"$188,208.24 ",Tier 1
Madhya Pradesh,71.28,High Usage,Hero,HF Deluxe,"$106,823.00 ",2023,848,501-1000 cc,Electric,79.17,Third,2023,Not Available,Dealer,"$78,657.28 ",Tier 1
Karnataka,55.36,High Usage,Yamaha,Ray ZR,"$51,753.00 ",2021,848,501-1000 cc,Hybrid,84.92,Second,2022,Expired,Individual,"$34,612.13 ",Metro
West Bengal,60.69,High Usage,Bajaj,Dominar 400,"$262,524.00 ",2022,848,501-1000 cc,Hybrid,85.47,First,2022,Not Available,Individual,"$136,938.55 ",Tier 3
Madhya Pradesh,40.15,Moderate Usage,Kawasaki,Ninja 300,"$187,101.00 ",2021,848,501-1000 cc,Hybrid,85.53,Third,2023,Not Available,Dealer,"$136,335.61 ",Tier 1
Gujarat,73.08,High Usage,Yamaha,Fascino 125,"$245,242.00 ",2017,848,501-1000 cc,Hybrid,89.07,First,2017,Expired,Individual,"$156,149.69 ",Tier 2
West Bengal,74.22,High Usage,Royal Enfield,Interceptor 650,"$91,546.00 ",2016,848,501-1000 cc,Hybrid,95.97,Second,2023,Active,Individual,"$45,389.05 ",Metro
Gujarat,33.67,Moderate Usage,TVS,NTorq 125,"$247,002.00 ",2017,848,501-1000 cc,Electric,97.43,First,2017,Expired,Dealer,"$183,047.85 ",Metro
Karnataka,71.35,High Usage,Kawasaki,Ninja 400,"$78,512.00 ",2018,848,501-1000 cc,Electric,99.81,Third,2021,Not Available,Dealer,"$43,291.17 ",Tier 3
Uttar Pradesh,60.34,High Usage,Bajaj,Dominar 400,"$83,577.00 ",2022,849,501-1000 cc,Petrol,26.9,Third,2024,Active,Individual,"$63,061.88 ",Tier 2
Gujarat,57.25,High Usage,TVS,NTorq 125,"$195,569.00 ",2021,849,501-1000 cc,Petrol,30.46,Third,2023,Active,Dealer,"$102,735.95 ",Tier 2
Uttar Pradesh,18.78,Lower Usage,Honda,Activa,"$311,035.00 ",2015,849,501-1000 cc,Petrol,30.9,Third,2021,Active,Individual,"$144,895.60 ",Tier 3
Rajasthan,66.15,High Usage,Royal Enfield,Classic 350,"$109,924.00 ",2016,849,501-1000 cc,Petrol,32.03,Second,2022,Active,Individual,"$81,947.51 ",Tier 3
Punjab,63.99,High Usage,Bajaj,Pulsar 150,"$227,008.00 ",2021,849,501-1000 cc,Petrol,41.88,Second,2023,Active,Individual,"$136,685.11 ",Tier 2
Maharashtra,20.16,Lower Usage,Hero,Splendor Plus,"$285,590.00 ",2018,849,501-1000 cc,Petrol,45.11,First,2018,Expired,Individual,"$166,002.06 ",Metro
Maharashtra,56.44,High Usage,Honda,Shine,"$176,328.00 ",2018,849,501-1000 cc,Petrol,46.19,First,2018,Expired,Dealer,"$125,869.67 ",Tier 3
Uttar Pradesh,23.85,Moderate Usage,Honda,Unicorn,"$309,212.00 ",2016,849,501-1000 cc,Petrol,56.32,Third,2018,Active,Individual,"$175,192.19 ",Tier 1
Maharashtra,10.32,Lower Usage,Bajaj,Pulsar 150,"$331,978.00 ",2018,849,501-1000 cc,Hybrid,65.33,Second,2022,Expired,Individual,"$151,755.42 ",Metro
Gujarat,42.19,High Usage,Kawasaki,Vulcan S,"$391,220.00 ",2022,849,501-1000 cc,Hybrid,72.32,Third,2024,Not Available,Individual,"$299,158.83 ",Metro
Madhya Pradesh,57.87,High Usage,Kawasaki,Vulcan S,"$301,878.00 ",2021,849,501-1000 cc,Electric,84.58,Third,2024,Active,Individual,"$127,048.24 ",Metro
Rajasthan,66.06,High Usage,Bajaj,Avenger 220,"$341,264.00 ",2024,849,501-1000 cc,Hybrid,84.59,Third,2024,Not Available,Dealer,"$221,170.43 ",Tier 1
Uttar Pradesh,10.06,Lower Usage,Hero,Passion Pro,"$242,110.00 ",2022,849,501-1000 cc,Hybrid,96.05,Second,2022,Not Available,Dealer,"$165,672.84 ",Tier 1
Tamil Nadu,35.98,Moderate Usage,Bajaj,Pulsar 150,"$67,023.00 ",2019,850,501-1000 cc,Petrol,44.81,First,2019,Active,Individual,"$39,382.70 ",Metro
Karnataka,9.81,Lower Usage,Hero,Passion Pro,"$315,009.00 ",2024,850,501-1000 cc,Hybrid,61.1,First,2024,Not Available,Dealer,"$210,652.97 ",Metro
Tamil Nadu,27.4,Moderate Usage,Bajaj,Dominar 400,"$187,741.00 ",2016,850,501-1000 cc,Hybrid,64.31,First,2016,Not Available,Dealer,"$86,196.35 ",Tier 3
Karnataka,50.28,High Usage,KTM,RC 390,"$241,450.00 ",2023,850,501-1000 cc,Hybrid,82.43,Second,2023,Not Available,Dealer,"$178,168.54 ",Metro
Delhi,8.19,Lower Usage,Royal Enfield,Himalayan,"$286,402.00 ",2021,850,501-1000 cc,Electric,85.62,Third,2022,Active,Individual,"$157,813.92 ",Tier 3
Delhi,31.8,Moderate Usage,Royal Enfield,Hunter 350,"$62,554.00 ",2015,850,501-1000 cc,Electric,94.87,Second,2022,Expired,Dealer,"$37,976.67 ",Tier 2
Rajasthan,38.98,Moderate Usage,KTM,Duke 200,"$396,276.00 ",2022,850,501-1000 cc,Hybrid,98.85,Third,2024,Expired,Individual,"$247,679.06 ",Tier 3
Uttar Pradesh,34.9,Moderate Usage,Hero,Passion Pro,"$218,436.00 ",2016,850,501-1000 cc,Hybrid,99.62,Third,2021,Not Available,Dealer,"$88,714.55 ",Tier 1
Maharashtra,53.78,High Usage,Kawasaki,Ninja 300,"$228,829.00 ",2018,851,501-1000 cc,Petrol,25.91,Second,2024,Active,Dealer,"$107,706.69 ",Metro
Maharashtra,57.75,High Usage,TVS,NTorq 125,"$91,558.00 ",2017,851,501-1000 cc,Electric,60.08,First,2017,Not Available,Individual,"$41,923.32 ",Metro
Tamil Nadu,30.12,Moderate Usage,Kawasaki,Versys 650,"$96,675.00 ",2017,851,501-1000 cc,Hybrid,71.06,Second,2021,Not Available,Dealer,"$76,336.85 ",Tier 1
Delhi,45.64,High Usage,Royal Enfield,Himalayan,"$240,333.00 ",2020,851,501-1000 cc,Electric,87.89,Second,2021,Not Available,Individual,"$186,137.36 ",Metro
Madhya Pradesh,17.6,Lower Usage,Honda,Unicorn,"$205,380.00 ",2021,851,501-1000 cc,Hybrid,88.23,Second,2023,Not Available,Individual,"$114,388.65 ",Tier 3
Rajasthan,39.03,Moderate Usage,KTM,Duke 200,"$184,770.00 ",2023,852,501-1000 cc,Petrol,32.58,Third,2024,Active,Individual,"$132,795.45 ",Metro
Gujarat,30.73,Moderate Usage,KTM,RC 390,"$360,700.00 ",2024,852,501-1000 cc,Petrol,43.22,First,2024,Expired,Dealer,"$176,058.92 ",Tier 1
Delhi,73.84,High Usage,Honda,CBR 650R,"$314,921.00 ",2021,852,501-1000 cc,Petrol,53.08,First,2021,Not Available,Dealer,"$211,239.99 ",Tier 3
Maharashtra,55.06,High Usage,Bajaj,Platina 110,"$235,608.00 ",2024,852,501-1000 cc,Electric,60.37,Third,2024,Not Available,Individual,"$174,125.50 ",Tier 3
Madhya Pradesh,13.55,Lower Usage,Royal Enfield,Interceptor 650,"$197,063.00 ",2016,852,501-1000 cc,Hybrid,62.1,Third,2019,Active,Individual,"$107,376.14 ",Tier 1
Karnataka,16.6,Lower Usage,Hero,Xtreme 160R,"$156,821.00 ",2024,852,501-1000 cc,Hybrid,66.25,First,2024,Expired,Dealer,"$122,646.56 ",Tier 2
Uttar Pradesh,68.98,High Usage,Royal Enfield,Himalayan,"$237,181.00 ",2017,852,501-1000 cc,Hybrid,67.54,First,2017,Expired,Individual,"$179,293.88 ",Tier 1
Rajasthan,50,High Usage,TVS,Ronin,"$276,997.00 ",2015,852,501-1000 cc,Electric,69.07,Third,2018,Expired,Individual,"$152,575.40 ",Tier 3
Uttar Pradesh,74.46,High Usage,Honda,CBR 650R,"$360,430.00 ",2021,852,501-1000 cc,Electric,71.74,Second,2022,Active,Dealer,"$216,419.04 ",Tier 2
Gujarat,74.54,High Usage,Honda,CBR 650R,"$201,742.00 ",2021,852,501-1000 cc,Electric,85.34,Second,2023,Expired,Individual,"$97,069.58 ",Tier 3
Tamil Nadu,56.1,High Usage,KTM,390 Adventure,"$253,364.00 ",2024,852,501-1000 cc,Hybrid,90.8,Second,2024,Expired,Dealer,"$193,601.39 ",Tier 3
Gujarat,48.7,High Usage,Kawasaki,Vulcan S,"$338,828.00 ",2021,852,501-1000 cc,Electric,93.65,First,2021,Active,Individual,"$268,727.16 ",Metro
Uttar Pradesh,16.84,Lower Usage,Kawasaki,Z650,"$316,793.00 ",2024,852,501-1000 cc,Electric,98.03,Second,2024,Expired,Dealer,"$181,480.11 ",Metro
West Bengal,20.22,Lower Usage,KTM,390 Adventure,"$165,570.00 ",2017,853,501-1000 cc,Petrol,45.25,Third,2017,Not Available,Dealer,"$118,007.64 ",Tier 1
Delhi,50.7,High Usage,Honda,Dio,"$91,808.00 ",2022,853,501-1000 cc,Petrol,47.87,Third,2022,Active,Dealer,"$71,752.53 ",Metro
Madhya Pradesh,49.92,High Usage,Royal Enfield,Classic 350,"$276,458.00 ",2022,853,501-1000 cc,Petrol,59.42,Third,2022,Expired,Individual,"$190,346.56 ",Tier 2
Rajasthan,10.71,Lower Usage,Royal Enfield,Hunter 350,"$211,171.00 ",2018,853,501-1000 cc,Hybrid,61.71,Third,2020,Expired,Dealer,"$138,252.06 ",Tier 2
Punjab,19.11,Lower Usage,Hero,Splendor Plus,"$170,102.00 ",2023,853,501-1000 cc,Electric,62.81,Third,2024,Expired,Dealer,"$113,511.93 ",Metro
Uttar Pradesh,21.56,Moderate Usage,Yamaha,Fascino 125,"$360,691.00 ",2015,853,501-1000 cc,Electric,64.41,Second,2018,Not Available,Dealer,"$287,187.71 ",Tier 2
Karnataka,15.11,Lower Usage,Yamaha,Ray ZR,"$284,754.00 ",2023,853,501-1000 cc,Electric,67.26,Third,2024,Expired,Dealer,"$181,829.44 ",Metro
Rajasthan,37.58,Moderate Usage,Bajaj,Avenger 220,"$315,543.00 ",2015,853,501-1000 cc,Electric,77.89,Second,2023,Active,Individual,"$176,178.81 ",Metro
West Bengal,41.16,High Usage,Honda,Activa,"$163,146.00 ",2019,853,501-1000 cc,Electric,79.83,Second,2023,Not Available,Dealer,"$115,293.58 ",Tier 3
Gujarat,52.49,High Usage,Bajaj,Pulsar 150,"$383,111.00 ",2020,853,501-1000 cc,Hybrid,84.28,First,2020,Expired,Dealer,"$262,853.97 ",Tier 2
Tamil Nadu,73,High Usage,Royal Enfield,Himalayan,"$237,722.00 ",2019,853,501-1000 cc,Electric,94.49,Second,2021,Not Available,Dealer,"$139,116.39 ",Metro
West Bengal,76.34,High Usage,Honda,Shine,"$130,053.00 ",2017,853,501-1000 cc,Hybrid,99.06,Third,2017,Not Available,Dealer,"$102,503.67 ",Metro
Gujarat,42.3,High Usage,Yamaha,R15 V4,"$148,756.00 ",2017,854,501-1000 cc,Petrol,50.61,Second,2018,Active,Individual,"$78,474.08 ",Tier 1
Rajasthan,69.6,High Usage,Honda,Shine,"$165,514.00 ",2021,854,501-1000 cc,Petrol,51.32,Third,2021,Not Available,Dealer,"$112,587.94 ",Metro
Madhya Pradesh,60.36,High Usage,Bajaj,Avenger 220,"$338,124.00 ",2021,854,501-1000 cc,Hybrid,67.18,Second,2022,Not Available,Dealer,"$266,201.55 ",Metro
West Bengal,65.7,High Usage,Hero,HF Deluxe,"$281,586.00 ",2024,854,501-1000 cc,Electric,67.54,First,2024,Expired,Dealer,"$127,791.63 ",Tier 3
Madhya Pradesh,58.06,High Usage,TVS,Ronin,"$249,703.00 ",2019,854,501-1000 cc,Electric,69.18,First,2019,Active,Individual,"$145,943.70 ",Tier 1
Maharashtra,15.83,Lower Usage,Kawasaki,Vulcan S,"$265,258.00 ",2019,854,501-1000 cc,Electric,83.19,Second,2022,Not Available,Dealer,"$185,446.53 ",Metro
Tamil Nadu,46.34,High Usage,Kawasaki,Z650,"$278,074.00 ",2018,854,501-1000 cc,Electric,84.69,First,2018,Active,Dealer,"$185,803.82 ",Tier 3
Madhya Pradesh,12.46,Lower Usage,Honda,CBR 650R,"$58,709.00 ",2018,854,501-1000 cc,Hybrid,96.14,Second,2018,Not Available,Individual,"$26,638.69 ",Tier 3
Maharashtra,26.76,Moderate Usage,Yamaha,FZ V3,"$180,180.00 ",2018,854,501-1000 cc,Hybrid,96.58,Third,2024,Active,Dealer,"$114,146.55 ",Metro
Punjab,11.95,Lower Usage,Royal Enfield,Himalayan,"$131,889.00 ",2015,855,501-1000 cc,Petrol,28.6,Third,2017,Active,Individual,"$58,699.23 ",Metro
Karnataka,65.49,High Usage,Kawasaki,Ninja 400,"$196,660.00 ",2023,855,501-1000 cc,Electric,63.97,Second,2024,Expired,Individual,"$81,744.11 ",Tier 3
Tamil Nadu,64.58,High Usage,TVS,NTorq 125,"$301,325.00 ",2015,855,501-1000 cc,Hybrid,66.15,Second,2024,Active,Individual,"$190,544.92 ",Metro
Rajasthan,21.13,Moderate Usage,Bajaj,Platina 110,"$341,938.00 ",2023,855,501-1000 cc,Hybrid,68.42,Third,2024,Active,Dealer,"$145,893.67 ",Tier 3
Uttar Pradesh,13.28,Lower Usage,Bajaj,Avenger 220,"$60,422.00 ",2022,855,501-1000 cc,Hybrid,69.41,Third,2024,Active,Individual,"$37,439.43 ",Tier 1
Karnataka,52.66,High Usage,Hero,Splendor Plus,"$269,237.00 ",2021,855,501-1000 cc,Hybrid,79.22,Third,2022,Not Available,Individual,"$198,645.22 ",Tier 1
Rajasthan,26.53,Moderate Usage,Bajaj,CT 100,"$161,789.00 ",2015,856,501-1000 cc,Petrol,36.94,Second,2021,Active,Dealer,"$76,659.71 ",Tier 1
West Bengal,60.07,High Usage,Yamaha,FZ V3,"$399,093.00 ",2016,856,501-1000 cc,Petrol,51.44,First,2016,Active,Dealer,"$179,162.20 ",Tier 3
Rajasthan,39.01,Moderate Usage,Hero,Xtreme 160R,"$383,434.00 ",2021,856,501-1000 cc,Hybrid,61.19,First,2021,Active,Individual,"$279,084.38 ",Tier 3
Karnataka,38.5,Moderate Usage,Kawasaki,Z650,"$355,543.00 ",2022,856,501-1000 cc,Electric,68.87,First,2022,Not Available,Dealer,"$202,032.69 ",Tier 1
Tamil Nadu,60.04,High Usage,Honda,CBR 650R,"$322,358.00 ",2016,856,501-1000 cc,Electric,72.79,Third,2017,Not Available,Individual,"$142,743.01 ",Tier 2
Punjab,29.91,Moderate Usage,TVS,Jupiter,"$168,983.00 ",2017,856,501-1000 cc,Electric,86.76,Third,2021,Active,Individual,"$128,016.71 ",Tier 3
Madhya Pradesh,16.07,Lower Usage,Honda,Dio,"$204,068.00 ",2018,856,501-1000 cc,Electric,97.75,Second,2021,Active,Individual,"$130,978.70 ",Tier 3
Tamil Nadu,48.38,High Usage,KTM,390 Adventure,"$236,584.00 ",2018,857,501-1000 cc,Petrol,32.82,First,2018,Not Available,Dealer,"$129,000.92 ",Metro
Maharashtra,16.95,Lower Usage,Royal Enfield,Interceptor 650,"$215,328.00 ",2022,857,501-1000 cc,Petrol,54.88,First,2022,Not Available,Dealer,"$91,280.32 ",Tier 1
Gujarat,30.39,Moderate Usage,Kawasaki,Versys 650,"$130,472.00 ",2017,857,501-1000 cc,Hybrid,63.08,First,2017,Expired,Dealer,"$67,273.42 ",Tier 1
Delhi,15.52,Lower Usage,Yamaha,Ray ZR,"$186,356.00 ",2015,857,501-1000 cc,Electric,74.9,Second,2023,Expired,Individual,"$127,186.39 ",Metro
Gujarat,58.22,High Usage,Bajaj,Pulsar 150,"$192,971.00 ",2017,857,501-1000 cc,Hybrid,75.67,Second,2019,Expired,Individual,"$151,788.57 ",Tier 3
Rajasthan,53.04,High Usage,Yamaha,MT-15,"$88,587.00 ",2022,857,501-1000 cc,Electric,89.33,Third,2024,Active,Individual,"$64,589.13 ",Tier 2
Punjab,25.81,Moderate Usage,KTM,125 Duke,"$195,606.00 ",2023,858,501-1000 cc,Petrol,26.43,Third,2024,Expired,Individual,"$109,460.56 ",Tier 3
Punjab,44.94,High Usage,TVS,NTorq 125,"$68,300.00 ",2018,858,501-1000 cc,Petrol,39.53,Third,2020,Not Available,Dealer,"$54,551.94 ",Metro
Karnataka,60.16,High Usage,Kawasaki,Ninja 400,"$136,328.00 ",2022,858,501-1000 cc,Petrol,40.77,First,2022,Not Available,Individual,"$75,146.56 ",Tier 1
Rajasthan,55.53,High Usage,KTM,Duke 200,"$228,227.00 ",2018,858,501-1000 cc,Petrol,46.11,Second,2021,Expired,Individual,"$113,266.94 ",Tier 1
West Bengal,66.6,High Usage,Kawasaki,Ninja 400,"$289,200.00 ",2018,858,501-1000 cc,Petrol,48.22,Third,2024,Active,Dealer,"$192,885.36 ",Tier 2
Rajasthan,45.59,High Usage,KTM,390 Adventure,"$103,362.00 ",2017,858,501-1000 cc,Petrol,50.53,Third,2024,Expired,Individual,"$70,991.93 ",Metro
Maharashtra,37.85,Moderate Usage,Kawasaki,Vulcan S,"$100,987.00 ",2024,858,501-1000 cc,Petrol,51.71,Second,2024,Not Available,Individual,"$53,064.12 ",Tier 1
Delhi,22.42,Moderate Usage,Honda,CBR 650R,"$279,511.00 ",2022,858,501-1000 cc,Hybrid,60.55,Second,2022,Active,Dealer,"$175,520.69 ",Tier 1
Gujarat,52.51,High Usage,Honda,CBR 650R,"$141,159.00 ",2016,858,501-1000 cc,Electric,64.35,Third,2017,Active,Individual,"$111,359.89 ",Tier 3
Punjab,28.92,Moderate Usage,KTM,RC 390,"$352,132.00 ",2022,858,501-1000 cc,Hybrid,64.9,Second,2022,Not Available,Dealer,"$163,764.70 ",Tier 3
Gujarat,5.6,Lower Usage,Royal Enfield,Meteor 350,"$185,964.00 ",2021,858,501-1000 cc,Electric,70.04,Third,2024,Active,Dealer,"$100,066.24 ",Tier 1
Karnataka,77.09,High Usage,Yamaha,FZ V3,"$56,271.00 ",2021,858,501-1000 cc,Hybrid,71.56,First,2021,Not Available,Dealer,"$41,104.74 ",Metro
Maharashtra,42.1,High Usage,Royal Enfield,Interceptor 650,"$324,000.00 ",2024,858,501-1000 cc,Electric,77.69,Third,2024,Expired,Dealer,"$194,954.41 ",Metro
Punjab,33.26,Moderate Usage,KTM,125 Duke,"$367,520.00 ",2018,858,501-1000 cc,Hybrid,78.44,Third,2021,Not Available,Individual,"$271,911.16 ",Metro
Karnataka,32.66,Moderate Usage,Hero,Glamour,"$318,368.00 ",2023,858,501-1000 cc,Electric,79.52,First,2023,Active,Dealer,"$226,301.40 ",Tier 3
West Bengal,51.92,High Usage,KTM,125 Duke,"$181,106.00 ",2020,858,501-1000 cc,Hybrid,83.68,First,2020,Not Available,Dealer,"$109,869.48 ",Tier 1
West Bengal,30.91,Moderate Usage,Hero,Glamour,"$98,773.00 ",2020,858,501-1000 cc,Electric,84.54,First,2020,Not Available,Individual,"$60,348.67 ",Tier 1
Karnataka,22.7,Moderate Usage,TVS,NTorq 125,"$372,821.00 ",2016,858,501-1000 cc,Hybrid,85.99,First,2016,Expired,Individual,"$242,666.02 ",Metro
Maharashtra,43.76,High Usage,KTM,RC 390,"$149,263.00 ",2024,858,501-1000 cc,Hybrid,87.04,Second,2024,Expired,Individual,"$74,014.56 ",Tier 3
Punjab,69.37,High Usage,KTM,390 Adventure,"$397,095.00 ",2024,858,501-1000 cc,Electric,88.17,Third,2024,Expired,Dealer,"$175,160.53 ",Tier 2
Rajasthan,71.83,High Usage,KTM,RC 390,"$344,896.00 ",2019,858,501-1000 cc,Hybrid,90.78,Second,2022,Not Available,Individual,"$275,429.67 ",Metro
Madhya Pradesh,9.97,Lower Usage,Yamaha,Ray ZR,"$284,146.00 ",2024,859,501-1000 cc,Petrol,31.22,First,2024,Active,Dealer,"$173,217.06 ",Tier 1
Gujarat,31.45,Moderate Usage,Honda,CBR 650R,"$220,463.00 ",2017,859,501-1000 cc,Petrol,32.8,First,2017,Active,Dealer,"$123,346.11 ",Tier 3
West Bengal,38.23,Moderate Usage,Hero,HF Deluxe,"$256,561.00 ",2024,859,501-1000 cc,Petrol,38.62,Second,2024,Not Available,Dealer,"$141,163.85 ",Tier 2
Tamil Nadu,73.7,High Usage,KTM,390 Adventure,"$196,662.00 ",2024,859,501-1000 cc,Petrol,41.19,First,2024,Active,Dealer,"$80,270.78 ",Tier 3
Delhi,64.07,High Usage,Royal Enfield,Interceptor 650,"$273,027.00 ",2017,859,501-1000 cc,Petrol,41.47,Third,2023,Expired,Dealer,"$214,903.97 ",Tier 1
Tamil Nadu,38.46,Moderate Usage,Royal Enfield,Interceptor 650,"$101,276.00 ",2017,859,501-1000 cc,Petrol,45.13,First,2017,Not Available,Individual,"$41,199.01 ",Tier 2
Delhi,38.78,Moderate Usage,Royal Enfield,Interceptor 650,"$220,047.00 ",2024,859,501-1000 cc,Petrol,47.4,First,2024,Expired,Dealer,"$170,994.63 ",Metro
Delhi,8.37,Lower Usage,KTM,125 Duke,"$378,549.00 ",2024,859,501-1000 cc,Electric,61.07,Third,2024,Active,Individual,"$185,355.39 ",Tier 2
Punjab,45.05,High Usage,Honda,CBR 650R,"$62,668.00 ",2023,859,501-1000 cc,Hybrid,64.36,Third,2023,Active,Dealer,"$43,267.86 ",Tier 2
Delhi,60.33,High Usage,Bajaj,Avenger 220,"$219,871.00 ",2022,859,501-1000 cc,Hybrid,65.22,Second,2023,Expired,Individual,"$139,733.07 ",Tier 1
Maharashtra,78.48,High Usage,Yamaha,Ray ZR,"$70,339.00 ",2022,859,501-1000 cc,Electric,73.98,First,2022,Not Available,Dealer,"$51,387.98 ",Tier 1
Delhi,75.5,High Usage,KTM,250 Duke,"$126,504.00 ",2022,859,501-1000 cc,Hybrid,77.76,Second,2024,Expired,Individual,"$68,443.87 ",Tier 3
Maharashtra,47.07,High Usage,Royal Enfield,Interceptor 650,"$103,593.00 ",2023,859,501-1000 cc,Hybrid,81.54,Second,2024,Expired,Dealer,"$50,239.94 ",Metro
Punjab,52.83,High Usage,Hero,Passion Pro,"$343,210.00 ",2017,859,501-1000 cc,Hybrid,81.77,First,2017,Not Available,Dealer,"$176,001.22 ",Tier 3
Punjab,51.75,High Usage,KTM,Duke 200,"$338,066.00 ",2024,859,501-1000 cc,Hybrid,87.06,First,2024,Active,Dealer,"$238,810.17 ",Metro
West Bengal,11.82,Lower Usage,Yamaha,Fascino 125,"$115,803.00 ",2021,859,501-1000 cc,Hybrid,98.98,First,2021,Expired,Individual,"$89,578.54 ",Tier 3
Rajasthan,79.5,High Usage,TVS,NTorq 125,"$70,841.00 ",2022,860,501-1000 cc,Petrol,28.26,First,2022,Active,Dealer,"$39,920.97 ",Tier 1
Gujarat,21.37,Moderate Usage,Bajaj,Avenger 220,"$201,985.00 ",2015,860,501-1000 cc,Petrol,43.31,Third,2017,Not Available,Dealer,"$103,523.56 ",Tier 2
Gujarat,39.1,Moderate Usage,Bajaj,Dominar 400,"$310,977.00 ",2015,860,501-1000 cc,Petrol,48.76,First,2015,Not Available,Dealer,"$200,201.96 ",Tier 3
Uttar Pradesh,77.26,High Usage,KTM,125 Duke,"$106,374.00 ",2023,860,501-1000 cc,Petrol,57.35,Third,2024,Active,Individual,"$63,334.30 ",Metro
Uttar Pradesh,41.98,High Usage,Kawasaki,Z650,"$357,588.00 ",2021,860,501-1000 cc,Electric,61.76,Third,2022,Not Available,Individual,"$147,714.27 ",Tier 1
Maharashtra,73.85,High Usage,KTM,250 Duke,"$361,307.00 ",2018,860,501-1000 cc,Hybrid,72.08,Second,2022,Not Available,Dealer,"$207,493.31 ",Metro
Gujarat,21.21,Moderate Usage,KTM,RC 390,"$274,683.00 ",2019,860,501-1000 cc,Hybrid,96.01,Third,2020,Active,Individual,"$204,366.51 ",Tier 3
Karnataka,28.25,Moderate Usage,KTM,RC 390,"$140,088.00 ",2019,861,501-1000 cc,Petrol,26.62,First,2019,Active,Individual,"$96,194.80 ",Tier 2
Maharashtra,17.31,Lower Usage,Honda,Shine,"$126,215.00 ",2018,861,501-1000 cc,Petrol,28.45,Second,2023,Expired,Dealer,"$67,280.87 ",Tier 2
Gujarat,30.13,Moderate Usage,Kawasaki,Ninja 400,"$78,134.00 ",2020,861,501-1000 cc,Petrol,33.26,Third,2020,Expired,Dealer,"$35,784.69 ",Tier 2
