State,Avg Daily Distance(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Tamil Nadu,28.75,Yamaha,Ray ZR,"$396,492.00 ",2018,954,Electric,80.74,First,2018,Expired,Individual,"$184,391.32 ",Tier 3
Maharashtra,49.47,Kawasaki,Versys 650,"$189,778.00 ",2022,954,Electric,83.85,Second,2022,Not Available,Dealer,"$92,441.27 ",Tier 3
Delhi,32.59,KTM,Duke 200,"$165,481.00 ",2019,954,Electric,92.59,First,2019,Active,Dealer,"$93,000.33 ",Tier 1
Rajasthan,69.3,Bajaj,Avenger 220,"$148,910.00 ",2017,954,Electric,95.45,First,2017,Expired,Individual,"$87,443.98 ",Tier 2
Karnataka,59.95,Hero,HF Deluxe,"$202,491.00 ",2019,954,Electric,96.23,First,2019,Active,Dealer,"$156,829.51 ",Metro
Rajasthan,36.98,TVS,Sport,"$323,047.00 ",2015,955,Petrol,39.8,Third,2016,Expired,Dealer,"$254,477.63 ",Tier 1
Tamil Nadu,38.62,Honda,Shine,"$367,439.00 ",2016,955,Petrol,39.8,First,2016,Expired,Individual,"$152,186.40 ",Metro
Madhya Pradesh,74.91,TVS,Jupiter,"$145,954.00 ",2021,955,Petrol,43.96,First,2021,Expired,Dealer,"$76,251.40 ",Tier 1
Karnataka,11.67,Yamaha,Fascino 125,"$50,618.00 ",2020,955,Petrol,45.62,Second,2021,Active,Dealer,"$27,963.75 ",Tier 1
Karnataka,66.29,Hero,Glamour,"$177,433.00 ",2019,955,Petrol,46.91,Second,2024,Not Available,Individual,"$93,249.29 ",Tier 3
Uttar Pradesh,5.61,Yamaha,Fascino 125,"$299,551.00 ",2018,955,Petrol,48.85,First,2018,Expired,Dealer,"$157,013.56 ",Tier 2
Delhi,79.71,Honda,CBR 650R,"$175,376.00 ",2015,955,Hybrid,76.93,First,2015,Active,Dealer,"$119,036.85 ",Tier 1
Delhi,65.71,KTM,250 Duke,"$176,671.00 ",2021,955,Hybrid,77.29,Second,2024,Active,Individual,"$129,459.95 ",Tier 3
Punjab,50.55,Hero,HF Deluxe,"$87,689.00 ",2021,955,Hybrid,77.52,First,2021,Expired,Dealer,"$61,124.40 ",Tier 2
Karnataka,22.88,Kawasaki,Vulcan S,"$172,676.00 ",2017,955,Electric,80.66,First,2017,Not Available,Dealer,"$74,748.57 ",Tier 3
Maharashtra,31.7,Bajaj,Pulsar 150,"$370,643.00 ",2017,955,Electric,87.29,Second,2020,Not Available,Dealer,"$193,930.99 ",Tier 3
Maharashtra,79.76,Kawasaki,Ninja 300,"$186,102.00 ",2021,955,Electric,87.32,First,2021,Expired,Dealer,"$140,081.01 ",Tier 2
West Bengal,62.46,KTM,Duke 200,"$238,002.00 ",2016,955,Electric,88.01,Second,2018,Active,Dealer,"$167,366.61 ",Metro
West Bengal,27.66,Hero,Splendor Plus,"$273,646.00 ",2024,956,Petrol,37.71,First,2024,Active,Individual,"$218,432.70 ",Metro
Maharashtra,53.33,Bajaj,Pulsar 150,"$231,607.00 ",2015,956,Petrol,58.4,Third,2017,Active,Dealer,"$153,147.42 ",Tier 3
Punjab,10.34,KTM,RC 390,"$308,542.00 ",2017,956,Hybrid,69.09,Third,2023,Expired,Dealer,"$194,966.08 ",Metro
Punjab,49.95,Bajaj,Pulsar 150,"$50,354.00 ",2018,956,Electric,74.92,Third,2018,Active,Dealer,"$35,995.30 ",Tier 2
Delhi,35.59,Yamaha,Fascino 125,"$201,114.00 ",2018,956,Hybrid,76.14,Third,2021,Active,Individual,"$135,290.25 ",Tier 3
Madhya Pradesh,37.15,Yamaha,Ray ZR,"$298,905.00 ",2015,956,Hybrid,76.27,Third,2019,Expired,Individual,"$216,713.32 ",Tier 2
Uttar Pradesh,14.65,KTM,125 Duke,"$242,797.00 ",2020,956,Hybrid,87.31,Third,2022,Active,Dealer,"$129,472.38 ",Tier 2
Karnataka,54.01,Royal Enfield,Classic 350,"$94,658.00 ",2024,956,Electric,88.21,Second,2024,Active,Dealer,"$59,439.74 ",Tier 2
Maharashtra,16.32,Royal Enfield,Hunter 350,"$154,373.00 ",2016,956,Hybrid,90.76,Third,2017,Expired,Individual,"$122,087.87 ",Tier 1
Rajasthan,22.68,Hero,Glamour,"$289,379.00 ",2016,956,Electric,92.1,Third,2019,Active,Dealer,"$126,282.38 ",Tier 1
Tamil Nadu,31.79,Bajaj,Pulsar 150,"$227,512.00 ",2024,956,Electric,92.37,First,2024,Expired,Dealer,"$92,799.94 ",Tier 2
Punjab,41.41,Kawasaki,Versys 650,"$195,251.00 ",2018,957,Petrol,32.22,Third,2018,Active,Individual,"$137,268.01 ",Tier 2
Rajasthan,28.88,Yamaha,MT-15,"$367,449.00 ",2020,957,Petrol,34.32,Third,2024,Active,Individual,"$244,041.65 ",Tier 2
Madhya Pradesh,67.61,Bajaj,Dominar 400,"$204,165.00 ",2021,957,Petrol,42.78,Third,2021,Expired,Dealer,"$118,632.94 ",Metro
Maharashtra,14.46,Yamaha,Ray ZR,"$289,716.00 ",2022,957,Petrol,47.45,Second,2023,Not Available,Dealer,"$174,487.04 ",Tier 3
Rajasthan,44.39,Royal Enfield,Classic 350,"$163,173.00 ",2015,957,Petrol,53.98,Third,2024,Active,Dealer,"$85,664.01 ",Metro
Delhi,33.71,Hero,Glamour,"$277,209.00 ",2018,957,Hybrid,62.77,Third,2018,Not Available,Dealer,"$131,785.55 ",Metro
Maharashtra,45.76,Royal Enfield,Hunter 350,"$52,553.00 ",2022,957,Hybrid,64.44,Second,2023,Not Available,Individual,"$37,099.94 ",Tier 1
Maharashtra,44.78,KTM,250 Duke,"$216,728.00 ",2021,957,Electric,74.79,Third,2024,Not Available,Dealer,"$113,060.86 ",Metro
Punjab,75.91,Royal Enfield,Hunter 350,"$170,571.00 ",2017,957,Electric,84.16,Second,2018,Expired,Individual,"$85,778.58 ",Tier 2
West Bengal,64.95,Yamaha,FZ V3,"$215,175.00 ",2024,957,Electric,92.59,Third,2024,Expired,Dealer,"$105,571.31 ",Tier 3
Punjab,7.8,Honda,CBR 650R,"$101,362.00 ",2021,957,Electric,93.85,First,2021,Expired,Individual,"$44,683.35 ",Tier 1
Maharashtra,67.55,Hero,Xtreme 160R,"$259,788.00 ",2023,957,Hybrid,94.34,First,2023,Expired,Individual,"$207,642.91 ",Metro
Karnataka,49.38,KTM,125 Duke,"$253,100.00 ",2021,957,Hybrid,95.16,Second,2022,Active,Individual,"$136,390.28 ",Tier 2
Uttar Pradesh,71.74,Bajaj,Platina 110,"$152,204.00 ",2023,958,Petrol,28.07,First,2023,Expired,Individual,"$112,684.36 ",Tier 2
Delhi,16.28,Kawasaki,Ninja 300,"$101,476.00 ",2015,958,Petrol,28.67,Second,2024,Expired,Dealer,"$49,156.91 ",Tier 1
Maharashtra,7.01,Yamaha,MT-15,"$214,265.00 ",2023,958,Petrol,30.29,Third,2024,Expired,Dealer,"$91,735.69 ",Tier 2
Tamil Nadu,18.45,Honda,Unicorn,"$318,130.00 ",2023,958,Petrol,31.74,First,2023,Expired,Dealer,"$137,402.17 ",Tier 1
Karnataka,41.98,TVS,Apache RTR 160,"$317,111.00 ",2024,958,Petrol,40.13,Third,2024,Not Available,Dealer,"$238,045.07 ",Tier 1
Uttar Pradesh,64.65,Kawasaki,Vulcan S,"$307,923.00 ",2022,958,Hybrid,62.66,First,2022,Not Available,Individual,"$213,706.46 ",Tier 1
Maharashtra,37.92,Royal Enfield,Himalayan,"$295,902.00 ",2016,958,Electric,63.92,Second,2017,Active,Individual,"$130,060.98 ",Metro
Karnataka,44.49,TVS,Apache RTR 160,"$274,677.00 ",2015,958,Electric,69.05,Third,2020,Expired,Dealer,"$208,207.19 ",Tier 2
Gujarat,6.14,Yamaha,FZ V3,"$95,876.00 ",2023,958,Electric,69.88,First,2023,Not Available,Individual,"$70,468.89 ",Tier 2
Punjab,5.77,KTM,250 Duke,"$141,723.00 ",2019,958,Electric,79.32,Third,2024,Active,Individual,"$66,849.60 ",Tier 3
Madhya Pradesh,29.33,Hero,Splendor Plus,"$355,449.00 ",2019,958,Hybrid,81.05,Third,2020,Active,Dealer,"$170,315.89 ",Tier 1
Rajasthan,62.09,Yamaha,Fascino 125,"$88,624.00 ",2017,958,Hybrid,82.05,Third,2024,Not Available,Dealer,"$59,620.42 ",Tier 1
Gujarat,13.69,KTM,390 Adventure,"$134,145.00 ",2015,958,Electric,84.59,First,2015,Not Available,Individual,"$85,453.55 ",Tier 3
Punjab,23.4,KTM,Duke 200,"$182,546.00 ",2015,958,Electric,90.41,First,2015,Not Available,Individual,"$101,958.05 ",Metro
Uttar Pradesh,29.01,Honda,Activa,"$291,164.00 ",2023,958,Electric,94.11,Second,2024,Not Available,Individual,"$146,411.42 ",Tier 1
Karnataka,39.95,Kawasaki,Vulcan S,"$262,469.00 ",2018,958,Electric,96.03,Second,2019,Expired,Dealer,"$132,761.39 ",Tier 2
Madhya Pradesh,62.89,Kawasaki,Ninja 300,"$327,478.00 ",2015,959,Petrol,26.55,First,2015,Active,Dealer,"$219,595.75 ",Metro
Karnataka,25.56,Royal Enfield,Interceptor 650,"$319,028.00 ",2021,959,Petrol,30.26,Second,2023,Expired,Individual,"$146,352.43 ",Tier 3
Uttar Pradesh,46.66,TVS,Jupiter,"$273,604.00 ",2024,959,Petrol,37.87,Second,2024,Active,Individual,"$208,958.09 ",Tier 2
Delhi,68.26,Royal Enfield,Hunter 350,"$264,839.00 ",2021,959,Petrol,38.76,Third,2022,Active,Dealer,"$131,458.48 ",Tier 1
Madhya Pradesh,17.1,Honda,CBR 650R,"$358,650.00 ",2015,959,Petrol,38.97,Third,2018,Not Available,Dealer,"$255,057.07 ",Tier 3
Karnataka,12.88,Bajaj,CT 100,"$141,321.00 ",2020,959,Petrol,39.37,Second,2022,Expired,Individual,"$76,447.30 ",Tier 3
Gujarat,23.29,Royal Enfield,Interceptor 650,"$242,843.00 ",2017,959,Petrol,52.88,First,2017,Expired,Dealer,"$108,281.68 ",Tier 1
Delhi,22.6,Kawasaki,Ninja 300,"$397,818.00 ",2015,959,Petrol,56.57,First,2015,Active,Dealer,"$281,030.19 ",Tier 2
Punjab,25.39,Yamaha,MT-15,"$233,599.00 ",2021,959,Hybrid,78.59,Second,2021,Expired,Dealer,"$116,719.31 ",Tier 3
West Bengal,64.48,Kawasaki,Z650,"$377,970.00 ",2020,959,Electric,80.9,First,2020,Expired,Individual,"$228,447.08 ",Tier 3
Delhi,60,KTM,RC 390,"$283,279.00 ",2015,959,Hybrid,85.87,Third,2022,Expired,Individual,"$162,317.53 ",Tier 3
West Bengal,47.46,Kawasaki,Vulcan S,"$233,499.00 ",2021,959,Hybrid,90.59,Second,2023,Active,Individual,"$124,715.75 ",Tier 1
Gujarat,48.8,KTM,125 Duke,"$106,414.00 ",2023,959,Electric,97.78,Second,2023,Active,Dealer,"$50,928.16 ",Tier 3
Uttar Pradesh,64.83,Honda,Unicorn,"$202,495.00 ",2016,960,Petrol,40.31,Third,2024,Expired,Dealer,"$113,488.91 ",Tier 3
West Bengal,16.15,Bajaj,Pulsar 150,"$366,058.00 ",2021,960,Petrol,44.27,Third,2024,Active,Dealer,"$244,179.32 ",Tier 1
Maharashtra,20.78,TVS,Jupiter,"$156,290.00 ",2019,960,Petrol,47.26,Second,2020,Expired,Individual,"$86,116.42 ",Metro
Madhya Pradesh,57.92,Bajaj,CT 100,"$175,588.00 ",2024,960,Electric,64.6,First,2024,Not Available,Individual,"$133,931.85 ",Metro
Delhi,37.01,Kawasaki,Ninja 300,"$373,159.00 ",2024,960,Electric,70.58,Second,2024,Active,Individual,"$272,530.16 ",Metro
Karnataka,68.69,Honda,Shine,"$269,277.00 ",2016,960,Hybrid,73.19,Third,2022,Expired,Individual,"$191,053.38 ",Tier 3
Tamil Nadu,27.46,Honda,Unicorn,"$97,038.00 ",2021,960,Hybrid,76.12,Second,2021,Active,Individual,"$65,394.71 ",Metro
Punjab,74.69,TVS,Ronin,"$153,815.00 ",2018,960,Hybrid,77.87,Third,2019,Active,Dealer,"$81,029.49 ",Tier 2
Maharashtra,13.39,Bajaj,Pulsar 150,"$278,790.00 ",2017,960,Electric,84.35,Second,2021,Not Available,Dealer,"$214,469.05 ",Tier 3
Uttar Pradesh,16.13,Honda,Unicorn,"$139,152.00 ",2016,960,Hybrid,87.55,Third,2016,Active,Dealer,"$86,734.94 ",Tier 3
Tamil Nadu,79.87,Yamaha,R15 V4,"$255,087.00 ",2021,960,Electric,91.7,First,2021,Expired,Individual,"$134,704.57 ",Tier 2
Madhya Pradesh,26.18,Bajaj,CT 100,"$327,501.00 ",2020,960,Hybrid,96.97,First,2020,Expired,Individual,"$188,129.14 ",Tier 1
Madhya Pradesh,11.94,TVS,Sport,"$365,291.00 ",2018,961,Petrol,29.68,First,2018,Not Available,Individual,"$239,491.52 ",Tier 3
West Bengal,69.48,Royal Enfield,Hunter 350,"$396,841.00 ",2021,961,Petrol,32.91,Second,2022,Expired,Dealer,"$193,748.57 ",Tier 3
Rajasthan,53.4,TVS,Ronin,"$332,325.00 ",2019,961,Petrol,45.68,First,2019,Not Available,Individual,"$255,486.75 ",Metro
Delhi,73.42,Kawasaki,Ninja 300,"$77,953.00 ",2020,961,Petrol,48.56,Third,2024,Not Available,Dealer,"$46,246.45 ",Tier 1
Madhya Pradesh,53.82,Kawasaki,Vulcan S,"$177,451.00 ",2016,961,Petrol,52.86,Third,2020,Active,Individual,"$133,555.31 ",Tier 1
Tamil Nadu,73.06,Yamaha,Ray ZR,"$323,118.00 ",2023,961,Petrol,53.06,Second,2024,Not Available,Individual,"$165,125.77 ",Metro
West Bengal,47.88,Yamaha,FZ V3,"$220,330.00 ",2023,961,Electric,60.57,Third,2024,Expired,Individual,"$114,148.13 ",Tier 2
Rajasthan,76.92,Honda,Dio,"$103,418.00 ",2023,961,Hybrid,61.55,First,2023,Active,Dealer,"$80,402.38 ",Tier 2
Gujarat,44.53,TVS,Ronin,"$355,589.00 ",2021,961,Hybrid,64.12,Second,2023,Not Available,Dealer,"$271,077.02 ",Metro
Delhi,6.33,Kawasaki,Vulcan S,"$80,488.00 ",2023,961,Hybrid,65.2,Third,2023,Not Available,Dealer,"$35,907.88 ",Tier 1
West Bengal,13.03,Kawasaki,Ninja 300,"$51,350.00 ",2023,961,Electric,65.87,Third,2023,Active,Individual,"$37,058.28 ",Metro
Rajasthan,27.68,Bajaj,Platina 110,"$371,490.00 ",2018,961,Electric,69.92,Second,2024,Active,Dealer,"$217,995.00 ",Metro
Delhi,6.57,KTM,390 Adventure,"$54,061.00 ",2022,961,Hybrid,69.99,First,2022,Expired,Dealer,"$39,512.90 ",Tier 2
Tamil Nadu,48.6,Kawasaki,Ninja 300,"$398,861.00 ",2018,961,Electric,73.01,Second,2019,Not Available,Individual,"$197,192.18 ",Tier 2
Uttar Pradesh,17.29,Royal Enfield,Classic 350,"$357,315.00 ",2015,961,Hybrid,75.73,First,2015,Expired,Individual,"$230,011.54 ",Tier 1
West Bengal,54.68,TVS,NTorq 125,"$198,619.00 ",2016,961,Hybrid,81.95,Second,2016,Expired,Dealer,"$96,541.41 ",Tier 3
Tamil Nadu,9.75,KTM,250 Duke,"$237,307.00 ",2017,961,Electric,84.78,Third,2018,Active,Dealer,"$117,470.44 ",Tier 2
Delhi,68.1,Yamaha,FZ V3,"$353,261.00 ",2024,961,Hybrid,84.84,Third,2024,Not Available,Individual,"$270,497.77 ",Tier 2
Madhya Pradesh,45.62,Kawasaki,Ninja 400,"$90,938.00 ",2020,961,Hybrid,93.18,Third,2024,Expired,Dealer,"$64,875.17 ",Metro
Madhya Pradesh,32.62,Kawasaki,Z650,"$374,921.00 ",2017,961,Hybrid,94.67,First,2017,Active,Dealer,"$228,991.25 ",Tier 3
Uttar Pradesh,52.72,Bajaj,Avenger 220,"$276,653.00 ",2021,962,Petrol,39.15,Third,2023,Active,Individual,"$169,717.77 ",Metro
Madhya Pradesh,30.52,Kawasaki,Z650,"$351,949.00 ",2015,962,Petrol,44.39,Second,2019,Expired,Dealer,"$164,185.64 ",Metro
Uttar Pradesh,16.21,Royal Enfield,Hunter 350,"$328,193.00 ",2017,962,Hybrid,64.19,First,2017,Active,Dealer,"$233,734.33 ",Tier 2
Tamil Nadu,62.16,TVS,Ronin,"$253,811.00 ",2024,962,Electric,64.56,Third,2024,Not Available,Dealer,"$132,110.26 ",Tier 3
Delhi,34.07,Royal Enfield,Meteor 350,"$201,723.00 ",2017,962,Electric,73.49,First,2017,Not Available,Dealer,"$111,587.22 ",Tier 1
West Bengal,68.53,Hero,Xtreme 160R,"$316,989.00 ",2020,962,Hybrid,80.19,Second,2021,Expired,Dealer,"$216,476.60 ",Metro
Madhya Pradesh,73.35,Honda,Activa,"$103,432.00 ",2024,962,Electric,83.68,First,2024,Expired,Individual,"$43,335.95 ",Tier 3
Rajasthan,40.11,Hero,Xtreme 160R,"$282,786.00 ",2019,962,Hybrid,84.28,Third,2020,Active,Individual,"$159,718.72 ",Tier 3
Tamil Nadu,35.67,Yamaha,Ray ZR,"$258,746.00 ",2015,962,Electric,86.76,Second,2017,Expired,Dealer,"$205,443.24 ",Tier 1
Madhya Pradesh,13.99,Royal Enfield,Himalayan,"$242,802.00 ",2019,962,Hybrid,87.62,Second,2024,Active,Dealer,"$104,779.00 ",Tier 1
Gujarat,67.01,KTM,390 Adventure,"$247,194.00 ",2024,962,Hybrid,93.13,First,2024,Expired,Individual,"$144,959.51 ",Tier 2
Rajasthan,30.43,Honda,Dio,"$153,427.00 ",2015,962,Hybrid,98.86,Second,2019,Expired,Individual,"$72,101.90 ",Metro
West Bengal,65.26,Hero,Glamour,"$195,829.00 ",2019,963,Petrol,27.95,First,2019,Expired,Dealer,"$107,487.39 ",Tier 3
Maharashtra,74.5,Yamaha,MT-15,"$390,966.00 ",2017,963,Petrol,30.71,First,2017,Active,Individual,"$226,329.05 ",Tier 1
Delhi,49.39,Honda,CBR 650R,"$264,287.00 ",2015,963,Petrol,33.85,Second,2019,Not Available,Individual,"$148,729.38 ",Tier 2
Madhya Pradesh,23.04,Royal Enfield,Classic 350,"$175,386.00 ",2015,963,Petrol,35.24,First,2015,Not Available,Individual,"$70,874.43 ",Tier 3
Madhya Pradesh,7.93,TVS,Jupiter,"$264,493.00 ",2016,963,Petrol,36.97,First,2016,Active,Individual,"$146,338.96 ",Tier 3
Maharashtra,67.87,KTM,390 Adventure,"$315,060.00 ",2020,963,Petrol,44.03,Second,2024,Expired,Dealer,"$218,450.87 ",Tier 3
Maharashtra,69.94,Kawasaki,Versys 650,"$227,378.00 ",2019,963,Electric,65.74,Third,2023,Active,Individual,"$157,371.56 ",Tier 2
Tamil Nadu,32.78,Hero,Passion Pro,"$246,506.00 ",2016,963,Hybrid,69.98,Second,2023,Expired,Individual,"$191,785.48 ",Tier 3
Maharashtra,72.86,Royal Enfield,Meteor 350,"$184,416.00 ",2022,963,Hybrid,71.48,First,2022,Expired,Dealer,"$106,499.44 ",Metro
Maharashtra,42.05,Kawasaki,Ninja 400,"$154,598.00 ",2018,963,Hybrid,81.44,Second,2024,Expired,Individual,"$73,708.23 ",Tier 2
Delhi,49.5,Hero,Glamour,"$62,415.00 ",2022,963,Electric,83.38,First,2022,Not Available,Individual,"$39,647.74 ",Tier 3
Uttar Pradesh,38.34,Kawasaki,Vulcan S,"$270,476.00 ",2017,963,Hybrid,84.98,Third,2022,Not Available,Dealer,"$181,794.54 ",Tier 1
West Bengal,76.03,Hero,Glamour,"$312,405.00 ",2023,963,Hybrid,88.6,First,2023,Expired,Individual,"$181,002.65 ",Tier 1
Punjab,28.15,TVS,Apache RTR 160,"$262,384.00 ",2019,963,Electric,91.77,Third,2019,Expired,Individual,"$158,983.98 ",Tier 3
Madhya Pradesh,27.29,Kawasaki,Versys 650,"$372,215.00 ",2023,963,Hybrid,98.44,Third,2024,Not Available,Dealer,"$247,489.11 ",Tier 1
Tamil Nadu,46.38,Kawasaki,Ninja 400,"$66,132.00 ",2020,963,Electric,99.64,Third,2024,Not Available,Dealer,"$31,857.87 ",Tier 1
West Bengal,19.05,Bajaj,Dominar 400,"$381,141.00 ",2015,964,Petrol,31.14,Third,2015,Active,Individual,"$170,536.06 ",Tier 2
Maharashtra,31.24,Kawasaki,Ninja 300,"$217,996.00 ",2023,964,Petrol,32.37,Second,2023,Expired,Dealer,"$115,030.31 ",Tier 1
Madhya Pradesh,18.83,TVS,Sport,"$169,319.00 ",2015,964,Petrol,38.54,Second,2021,Expired,Individual,"$76,638.18 ",Tier 1
Uttar Pradesh,39.7,Kawasaki,Versys 650,"$223,282.00 ",2022,964,Petrol,39.07,Second,2023,Not Available,Individual,"$91,942.39 ",Tier 1
Delhi,60.36,Hero,Splendor Plus,"$383,950.00 ",2024,964,Petrol,39.22,First,2024,Not Available,Individual,"$227,872.17 ",Tier 3
Punjab,9.59,Royal Enfield,Himalayan,"$395,114.00 ",2015,964,Hybrid,64.14,First,2015,Expired,Individual,"$195,222.59 ",Tier 1
Delhi,62.02,TVS,Jupiter,"$281,998.00 ",2017,964,Hybrid,66.59,Second,2020,Active,Dealer,"$145,548.84 ",Tier 1
Punjab,51.94,Yamaha,MT-15,"$161,176.00 ",2024,964,Electric,74.94,Second,2024,Expired,Dealer,"$74,178.59 ",Metro
Karnataka,53.76,Honda,Activa,"$281,309.00 ",2017,964,Hybrid,77.52,Third,2018,Expired,Individual,"$131,222.99 ",Metro
West Bengal,68.43,KTM,390 Adventure,"$138,725.00 ",2022,964,Hybrid,81.88,Third,2023,Not Available,Dealer,"$98,925.47 ",Tier 1
Maharashtra,15.63,Kawasaki,Z650,"$55,263.00 ",2023,964,Electric,83.12,Third,2024,Not Available,Individual,"$39,229.01 ",Tier 2
Madhya Pradesh,37.51,Yamaha,Ray ZR,"$184,172.00 ",2019,964,Hybrid,86.16,Third,2023,Active,Dealer,"$93,730.44 ",Tier 1
Delhi,58.5,Honda,Shine,"$103,725.00 ",2019,964,Electric,87.7,Second,2020,Active,Dealer,"$62,682.01 ",Tier 1
Delhi,43.31,Royal Enfield,Hunter 350,"$355,834.00 ",2019,964,Electric,96.64,First,2019,Not Available,Dealer,"$268,705.47 ",Tier 1
Uttar Pradesh,47.32,Honda,Shine,"$140,427.00 ",2016,964,Electric,96.87,First,2016,Expired,Individual,"$87,847.34 ",Tier 1
Gujarat,23.73,KTM,125 Duke,"$373,624.00 ",2018,964,Hybrid,99.46,Second,2018,Expired,Dealer,"$186,680.55 ",Tier 3
Tamil Nadu,11.48,Hero,HF Deluxe,"$389,218.00 ",2023,965,Petrol,38.3,First,2023,Not Available,Dealer,"$294,870.04 ",Metro
Rajasthan,45.29,Honda,Unicorn,"$120,221.00 ",2016,965,Petrol,44.37,Second,2016,Active,Dealer,"$63,907.06 ",Tier 1
West Bengal,30.37,Honda,Unicorn,"$224,640.00 ",2018,965,Petrol,47.19,Second,2020,Active,Individual,"$131,696.62 ",Tier 2
Madhya Pradesh,69.94,Honda,Dio,"$300,569.00 ",2016,965,Petrol,53.2,Second,2020,Expired,Dealer,"$222,480.56 ",Metro
Delhi,57.79,Royal Enfield,Hunter 350,"$133,542.00 ",2024,965,Hybrid,60.26,First,2024,Expired,Dealer,"$74,939.98 ",Tier 2
Madhya Pradesh,61.23,Bajaj,Platina 110,"$358,833.00 ",2017,965,Hybrid,62.6,Second,2023,Expired,Individual,"$217,525.31 ",Tier 1
Madhya Pradesh,46.08,Honda,Shine,"$362,871.00 ",2018,965,Electric,66.03,First,2018,Not Available,Dealer,"$231,631.43 ",Tier 2
Punjab,58.63,Royal Enfield,Meteor 350,"$146,337.00 ",2018,965,Hybrid,68.58,First,2018,Active,Individual,"$98,457.83 ",Metro
Punjab,27.28,Kawasaki,Versys 650,"$237,672.00 ",2015,965,Electric,71.71,Second,2017,Expired,Dealer,"$144,919.46 ",Metro
Delhi,23.64,Royal Enfield,Hunter 350,"$322,693.00 ",2023,965,Hybrid,71.94,First,2023,Active,Dealer,"$252,513.68 ",Tier 1
Maharashtra,27.87,Yamaha,MT-15,"$324,359.00 ",2024,965,Hybrid,76.74,Second,2024,Active,Dealer,"$168,356.36 ",Tier 1
Uttar Pradesh,25.96,KTM,Duke 200,"$367,461.00 ",2021,965,Electric,83.62,Third,2022,Not Available,Dealer,"$205,069.53 ",Tier 1
Uttar Pradesh,14.5,Hero,Glamour,"$74,095.00 ",2019,965,Hybrid,90.34,Second,2021,Expired,Individual,"$39,564.45 ",Metro
Karnataka,49.78,TVS,Apache RTR 160,"$101,664.00 ",2017,965,Hybrid,91.92,First,2017,Expired,Individual,"$81,328.61 ",Metro
Karnataka,59.7,Royal Enfield,Hunter 350,"$205,007.00 ",2021,965,Hybrid,95.34,First,2021,Active,Individual,"$145,153.80 ",Tier 3
Maharashtra,32.35,KTM,125 Duke,"$58,674.00 ",2022,966,Petrol,26.23,First,2022,Not Available,Individual,"$38,829.85 ",Tier 2
Uttar Pradesh,22,Bajaj,Platina 110,"$367,133.00 ",2020,966,Petrol,47.66,Second,2024,Expired,Dealer,"$182,160.19 ",Metro
Rajasthan,70.37,KTM,390 Adventure,"$181,954.00 ",2020,966,Petrol,47.86,First,2020,Expired,Individual,"$129,144.48 ",Tier 2
Maharashtra,72.83,Honda,Unicorn,"$106,847.00 ",2022,966,Petrol,52.9,Second,2022,Not Available,Dealer,"$63,176.52 ",Metro
Gujarat,42.09,Kawasaki,Vulcan S,"$367,555.00 ",2024,966,Petrol,56.92,First,2024,Active,Dealer,"$185,340.60 ",Tier 1
Madhya Pradesh,44.06,Yamaha,Ray ZR,"$206,942.00 ",2017,966,Hybrid,65.47,Second,2020,Not Available,Dealer,"$130,873.30 ",Tier 2
Karnataka,58.47,Royal Enfield,Hunter 350,"$356,994.00 ",2016,966,Electric,89.3,Third,2018,Active,Individual,"$223,209.04 ",Tier 3
West Bengal,73.88,Honda,Shine,"$188,563.00 ",2024,966,Electric,93.99,Second,2024,Expired,Individual,"$143,742.33 ",Tier 3
Karnataka,49.12,Honda,Activa,"$64,338.00 ",2017,966,Hybrid,95.57,First,2017,Not Available,Dealer,"$44,537.52 ",Metro
Delhi,24.09,Bajaj,CT 100,"$192,295.00 ",2015,966,Hybrid,99.8,Second,2023,Expired,Individual,"$119,542.56 ",Tier 3
Punjab,28.83,Yamaha,FZ V3,"$260,258.00 ",2024,967,Petrol,29.92,Second,2024,Active,Individual,"$116,192.62 ",Tier 2
Gujarat,24.39,KTM,RC 390,"$142,723.00 ",2015,967,Petrol,42.56,First,2015,Not Available,Dealer,"$88,899.64 ",Tier 1
Tamil Nadu,26.61,Yamaha,FZ V3,"$283,844.00 ",2022,967,Petrol,44.15,Second,2022,Active,Dealer,"$216,039.28 ",Tier 2
West Bengal,78.47,Royal Enfield,Classic 350,"$378,265.00 ",2022,967,Petrol,51.45,First,2022,Expired,Dealer,"$191,895.98 ",Metro
Punjab,66.28,Kawasaki,Versys 650,"$139,509.00 ",2020,967,Petrol,57.3,First,2020,Not Available,Dealer,"$99,082.32 ",Tier 3
Uttar Pradesh,61.91,Yamaha,FZ V3,"$126,427.00 ",2018,967,Hybrid,60.54,Third,2024,Expired,Dealer,"$97,876.63 ",Metro
Delhi,20.87,Hero,Xtreme 160R,"$159,907.00 ",2024,967,Electric,83.01,First,2024,Not Available,Dealer,"$84,072.18 ",Metro
Rajasthan,71.93,KTM,390 Adventure,"$269,817.00 ",2024,967,Electric,84.32,Third,2024,Expired,Individual,"$186,809.41 ",Tier 1
Rajasthan,36.24,Honda,Dio,"$67,814.00 ",2023,967,Electric,90.99,First,2023,Not Available,Individual,"$44,198.33 ",Metro
